datetime,locality,zones,region,threat_type
2024-07-23 14:24:37,Fassuta,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 14:24:39,Netua,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 14:24:41,Shomera,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 14:24:58,Even Menachem,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 14:25:22,Alkosh,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 14:25:52,Netua,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 14:26:07,Matat,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 14:26:09,Even Menachem,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 14:26:10,Hurfeish,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 14:26:25,Shomera,All,Confrontation Line,Red Alert
2024-07-23 14:27:10,Hurfeish,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 14:27:59,Sdeh Meron School,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 14:28:22,Hurfeish,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 14:28:22,Peki'in,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 14:28:22,Sdeh Meron School,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 14:28:22,Tzuriel,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 14:28:22,Zivon,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 14:30:04,Hurfeish,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 14:30:04,Peki'in,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 14:30:04,Sdeh Meron School,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 14:30:04,Tzuriel,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 14:30:04,Zivon,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 14:31:06,Sdeh Meron School,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 14:31:32,Sassa,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 14:31:32,Zivon,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 14:31:44,Hossen,All,Confrontation Line,Red Alert
2024-07-23 14:31:44,Kfar Vradim,All,Confrontation Line,Red Alert
2024-07-23 14:31:44,Kisra-Sumei,All,Upper Galilee,Red Alert
2024-07-23 14:32:07,Sdeh Meron School,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 14:32:15,Safsufa (Kfar Hoshen),All,Upper Galilee,Unrecognized Aircraft
2024-07-23 14:32:18,Jish (Gush Halav),All,Confrontation Line,Unrecognized Aircraft
2024-07-23 14:32:18,Marom HaGalil Regional Center,All,Upper Galilee,Unrecognized Aircraft
2024-07-23 14:32:18,Or HaGanuz,All,Upper Galilee,Unrecognized Aircraft
2024-07-23 14:32:20,Bar Yochai,All,Upper Galilee,Unrecognized Aircraft
2024-07-23 14:32:24,Kadita,All,Upper Galilee,Unrecognized Aircraft
2024-07-23 14:44:13,Kfar Giladi,All,Confrontation Line,Red Alert
2024-07-23 14:44:13,Kiryat Shmona,All,Confrontation Line,Red Alert
2024-07-23 14:44:13,Margaliot,All,Confrontation Line,Red Alert
2024-07-23 14:44:13,Misgav Am,All,Confrontation Line,Red Alert
2024-07-23 14:44:13,Tel Hai,All,Confrontation Line,Red Alert
2024-07-23 15:06:08,Kiryat Shmona,All,Confrontation Line,Red Alert
2024-07-23 15:06:08,Margaliot,All,Confrontation Line,Red Alert
2024-07-23 15:06:44,Margaliot,All,Confrontation Line,Red Alert
2024-07-23 15:06:45,Kiryat Shmona,All,Confrontation Line,Red Alert
2024-07-23 15:10:24,Beit Hillel,All,Confrontation Line,Red Alert
2024-07-23 15:10:24,Kiryat Shmona,All,Confrontation Line,Red Alert
2024-07-23 15:53:11,Beit Hillel,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 15:55:03,Kfar Blum,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 15:56:09,Kfar Blum,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 15:56:26,Neot Mordechai,All,Confrontation Line,Unrecognized Aircraft
2024-07-23 18:25:25,Kiryat Shmona,All,Confrontation Line,Red Alert
2024-07-23 18:50:53,Kiryat Shmona,All,Confrontation Line,Red Alert
2024-07-23 18:50:54,Tel Hai,All,Confrontation Line,Red Alert
2024-07-23 18:50:57,Margaliot,All,Confrontation Line,Red Alert
2024-07-23 18:50:57,Misgav Am,All,Confrontation Line,Red Alert
2024-07-24 08:04:28,Ayelet HaShachar,All,Upper Galilee,Unrecognized Aircraft
2024-07-24 09:54:53,Abu Snan,All,Upper Galilee,Red Alert
2024-07-24 09:54:53,Amka,All,Upper Galilee,Red Alert
2024-07-24 09:54:53,Julis,All,Upper Galilee,Red Alert
2024-07-24 09:54:53,Klil,All,Upper Galilee,Red Alert
2024-07-24 09:54:53,Yanuh-Jat,All,Upper Galilee,Red Alert
2024-07-24 09:54:53,Yarka,All,Upper Galilee,Red Alert
2024-07-24 17:23:10,Kerem Shalom,All,Gaza Envelope,Red Alert
2024-07-24 22:38:14,Malkia,All,Confrontation Line,Red Alert
2024-07-25 00:22:44,Hanita,All,Confrontation Line,Red Alert
2024-07-25 07:52:04,Baram,All,Confrontation Line,Red Alert
2024-07-25 07:52:04,Yir'on,All,Confrontation Line,Red Alert
2024-07-25 07:53:41,Kerem Ben Zimra,All,Confrontation Line,Red Alert
2024-07-25 07:53:41,Rehaniya,All,Confrontation Line,Red Alert
2024-07-25 11:56:12,Netua,All,Confrontation Line,Red Alert
2024-07-25 11:56:12,Shtula,All,Confrontation Line,Red Alert
2024-07-25 16:08:07,Matat,All,Confrontation Line,Red Alert
2024-07-25 16:08:07,Sassa,All,Confrontation Line,Red Alert
2024-07-25 16:08:07,Sdeh Meron School,All,Confrontation Line,Red Alert
2024-07-25 17:11:57,Arab al-Aramshe,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:11:57,Idmit,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:12:13,Arab al-Aramshe,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:12:13,Avdon,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:12:13,Eilon,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:12:13,Goren,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:12:13,Gornot HaGalil,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:12:13,Hanita,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:12:13,Idmit,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:12:13,Manot,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:12:13,Neveh Ziv,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:12:13,Ya'ara,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:13:33,Ya'ara,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:13:43,Hanita,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:13:53,Arab al-Aramshe,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:13:53,Avdon,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:13:53,Eilon,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:13:53,Goren,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:13:53,Gornot HaGalil,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:13:53,Hanita,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:13:53,Idmit,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:13:53,Manot,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:13:53,Neveh Ziv,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:13:53,Ya'ara,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:14:17,Shlomi,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:14:26,Metzuba,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:14:35,Ya'ara,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:15:09,Avdon,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:15:25,Hanita,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:15:35,Ya'ara,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:15:37,Arab al-Aramshe,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:15:37,Avdon,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:15:37,Eilon,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:15:37,Goren,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:15:37,Gornot HaGalil,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:15:37,Hanita,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:15:37,Idmit,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:15:37,Manot,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:15:37,Neveh Ziv,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:15:37,Ya'ara,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:15:59,Shlomi,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:16:09,Avdon,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:16:09,Metzuba,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:16:39,Manot,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:16:41,Neveh Ziv,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:17:11,Avdon,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:17:41,Manot,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:17:43,Neveh Ziv,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:18:11,Avdon,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:18:42,Arab al-Aramshe,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:18:42,Avdon,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:18:42,Eilon,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:18:42,Goren,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:18:42,Gornot HaGalil,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:18:42,Hanita,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:18:42,Idmit,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:18:42,Manot,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:18:42,Neveh Ziv,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:18:42,Ya'ara,All,Confrontation Line,Unrecognized Aircraft
2024-07-25 17:23:03,Kerem Shalom,All,Gaza Envelope,Red Alert
2024-07-25 17:24:18,Kerem Shalom,All,Gaza Envelope,Red Alert
2024-07-26 03:00:12,Yated,All,Gaza Envelope,Red Alert
2024-07-26 10:42:20,Nachal Oz,All,Gaza Envelope,Red Alert
2024-07-26 13:04:53,Dafna,All,Confrontation Line,Red Alert
2024-07-26 13:04:53,Shear Yeshuv,All,Confrontation Line,Red Alert
2024-07-26 13:05:17,Kibutz Dan,All,Confrontation Line,Red Alert
2024-07-26 15:03:32,Netua,All,Confrontation Line,Red Alert
2024-07-26 15:03:32,Shtula,All,Confrontation Line,Red Alert
2024-07-26 17:00:01,Karmia,All,Gaza Envelope,Red Alert
2024-07-26 17:00:01,Netiv HaAssara,All,Gaza Envelope,Red Alert
2024-07-26 17:00:01,Yad Mordechai,All,Gaza Envelope,Red Alert
2024-07-26 17:00:01,Zikim,All,Gaza Envelope,Red Alert
2024-07-26 17:00:04,Ashkelon,"Southern Industrial Zone, South",West Lachish,Red Alert
2024-07-26 17:00:04,Erez,All,Gaza Envelope,Red Alert
2024-07-26 17:01:57,Misgav Am,All,Confrontation Line,Red Alert
2024-07-26 17:23:57,Misgav Am,All,Confrontation Line,Red Alert
2024-07-26 18:25:59,Holit,All,Gaza Envelope,Red Alert
2024-07-26 18:25:59,Sdeh Avraham,All,Gaza Envelope,Red Alert
2024-07-27 07:48:48,Kiryat Shmona,All,Confrontation Line,Red Alert
2024-07-27 07:48:48,Tel Hai,All,Confrontation Line,Red Alert
2024-07-27 07:48:50,Kfar Giladi,All,Confrontation Line,Red Alert
2024-07-27 07:48:50,Kfar Yuval,All,Confrontation Line,Red Alert
2024-07-27 07:49:51,Kiryat Shmona,All,Confrontation Line,Red Alert
2024-07-27 07:49:51,Tel Hai,All,Confrontation Line,Red Alert
2024-07-27 07:50:49,Kiryat Shmona,All,Confrontation Line,Red Alert
2024-07-27 07:50:49,Tel Hai,All,Confrontation Line,Red Alert
2024-07-27 07:51:43,Kiryat Shmona,All,Confrontation Line,Red Alert
2024-07-27 08:26:34,Arab al-Aramshe,All,Confrontation Line,Red Alert
2024-07-27 12:53:10,Metulla,All,Confrontation Line,Red Alert
2024-07-27 13:46:53,Iftach,All,Confrontation Line,Red Alert
2024-07-27 14:34:18,Iftach,All,Confrontation Line,Unrecognized Aircraft
2024-07-27 15:22:44,Shtula,All,Confrontation Line,Red Alert
2024-07-27 17:00:44,Kiryat Shmona,All,Confrontation Line,Red Alert
2024-07-27 17:00:44,Manara,All,Confrontation Line,Red Alert
2024-07-27 17:01:35,Kiryat Shmona,All,Confrontation Line,Red Alert
2024-07-27 17:01:36,Manara,All,Confrontation Line,Red Alert
2024-07-27 17:23:26,Kiryat Shmona,All,Confrontation Line,Red Alert
2024-07-27 17:23:26,Shear Yeshuv,All,Confrontation Line,Red Alert
2024-07-27 17:23:27,Beit Hillel,All,Confrontation Line,Red Alert
2024-07-27 17:23:27,HaGoshrim,All,Confrontation Line,Red Alert
2024-07-27 17:23:31,Margaliot,All,Confrontation Line,Red Alert
2024-07-27 17:23:31,Tel Hai,All,Confrontation Line,Red Alert
2024-07-27 17:23:38,Snir,All,Confrontation Line,Red Alert
2024-07-27 17:23:40,Amir,All,Confrontation Line,Red Alert
2024-07-27 17:23:40,Kfar Szold,All,Confrontation Line,Red Alert
2024-07-27 17:23:40,Sdeh Nechemia,All,Confrontation Line,Red Alert
2024-07-27 17:23:40,Shamir,All,Confrontation Line,Red Alert
2024-07-27 17:23:48,Manara,All,Confrontation Line,Red Alert
2024-07-27 17:24:02,Kiryat Shmona,All,Confrontation Line,Red Alert
2024-07-27 17:24:11,Margaliot,All,Confrontation Line,Red Alert
2024-07-27 17:24:12,Beit Hillel,All,Confrontation Line,Red Alert
2024-07-27 17:24:12,HaGoshrim,All,Confrontation Line,Red Alert
2024-07-27 17:24:12,Shear Yeshuv,All,Confrontation Line,Red Alert
2024-07-27 17:24:27,Kfar Szold,All,Confrontation Line,Red Alert
2024-07-27 17:24:46,Kiryat Shmona,All,Confrontation Line,Red Alert
2024-07-27 17:24:46,Margaliot,All,Confrontation Line,Red Alert
2024-07-27 17:55:52,Neveh Ativ,All,North Golan,Red Alert
2024-07-27 18:18:37,Majdal Shams,All,North Golan,Red Alert
2024-07-27 18:29:15,Beit Hillel,All,Confrontation Line,Red Alert
2024-07-27 18:29:15,Kiryat Shmona,All,Confrontation Line,Red Alert
2024-07-27 18:29:15,Tel Hai,All,Confrontation Line,Red Alert
2024-07-27 18:29:26,Misgav Am,All,Confrontation Line,Red Alert
2024-07-27 18:29:44,Kfar Giladi,All,Confrontation Line,Red Alert
2024-07-27 18:29:52,Kiryat Shmona,All,Confrontation Line,Red Alert
2024-07-27 18:31:01,Ein Quiniyye,All,North Golan,Unrecognized Aircraft
2024-07-27 18:31:14,Kfar Szold,All,Confrontation Line,Unrecognized Aircraft
2024-07-27 18:31:42,Kfar Giladi,All,Confrontation Line,Red Alert
2024-07-27 18:31:42,Kiryat Shmona,All,Confrontation Line,Red Alert
2024-07-27 18:31:42,Tel Hai,All,Confrontation Line,Red Alert
2024-07-27 18:31:44,Beit Hillel,All,Confrontation Line,Red Alert
2024-07-27 18:31:45,Mas'ade,All,North Golan,Unrecognized Aircraft
2024-07-27 18:31:50,HaGoshrim,All,Confrontation Line,Red Alert
2024-07-27 18:31:59,Misgav Am,All,Confrontation Line,Red Alert
2024-07-27 18:32:19,Kfar Giladi,All,Confrontation Line,Red Alert
2024-07-27 18:32:19,Kiryat Shmona,All,Confrontation Line,Red Alert
2024-07-27 18:32:19,Shamir,All,Confrontation Line,Unrecognized Aircraft
2024-07-27 18:32:19,Tel Hai,All,Confrontation Line,Red Alert
2024-07-27 18:32:20,Beit Hillel,All,Confrontation Line,Red Alert
2024-07-27 18:32:32,HaGoshrim,All,Confrontation Line,Red Alert
2024-07-27 18:33:20,Shamir,All,Confrontation Line,Unrecognized Aircraft
2024-07-27 18:34:24,Gonen,All,Confrontation Line,Unrecognized Aircraft
2024-07-27 18:36:12,Sha'al,All,North Golan,Unrecognized Aircraft
2024-07-27 18:37:37,Mas'ade,All,North Golan,Unrecognized Aircraft
2024-07-27 18:45:24,Kiryat Shmona,All,Confrontation Line,Unrecognized Aircraft
2024-07-27 18:53:58,Kfar Blum,All,Confrontation Line,Unrecognized Aircraft
2024-07-27 18:55:49,Neot Mordechai,All,Confrontation Line,Unrecognized Aircraft
2024-07-27 18:57:59,Lehavot HaBashan,All,Confrontation Line,Unrecognized Aircraft
2024-07-28 12:50:05,Netiv HaAssara,All,Gaza Envelope,Red Alert
2024-07-28 16:00:01,Shtula,All,Confrontation Line,Red Alert
2024-07-29 05:13:41,Idmit,All,Confrontation Line,Red Alert
2024-07-29 05:13:41,Ya'ara,All,Confrontation Line,Red Alert
2024-07-29 13:24:21,Beit Hillel,All,Confrontation Line,Unrecognized Aircraft
2024-07-29 13:24:21,Kfar Giladi,All,Confrontation Line,Unrecognized Aircraft
2024-07-29 13:24:21,Kfar Yuval,All,Confrontation Line,Unrecognized Aircraft
2024-07-29 13:24:21,Kiryat Shmona,All,Confrontation Line,Unrecognized Aircraft
2024-07-29 13:24:21,Ma'ayan Baruch,All,Confrontation Line,Unrecognized Aircraft
2024-07-29 13:24:21,Manara,All,Confrontation Line,Unrecognized Aircraft
2024-07-29 13:24:21,Margaliot,All,Confrontation Line,Unrecognized Aircraft
2024-07-29 13:24:21,Metulla,All,Confrontation Line,Unrecognized Aircraft
2024-07-29 13:24:21,Misgav Am,All,Confrontation Line,Unrecognized Aircraft
2024-07-29 13:24:21,Tel Hai,All,Confrontation Line,Unrecognized Aircraft
2024-07-29 15:59:06,Dishon,All,Confrontation Line,Unrecognized Aircraft
2024-07-29 16:54:51,Kfar Giladi,All,Confrontation Line,Unrecognized Aircraft
2024-07-29 18:30:50,Netua,All,Confrontation Line,Red Alert
2024-07-29 18:30:50,Shtula,All,Confrontation Line,Red Alert
2024-07-30 01:31:30,Hanita,All,Confrontation Line,Red Alert
2024-07-30 14:53:09,Dafna,All,Confrontation Line,Red Alert
2024-07-30 14:53:09,HaGoshrim,All,Confrontation Line,Red Alert
2024-07-30 14:53:10,Kiryat Shmona,All,Confrontation Line,Red Alert
2024-07-30 14:53:11,Beit Hillel,All,Confrontation Line,Red Alert
2024-07-30 14:53:11,Shear Yeshuv,All,Confrontation Line,Red Alert
2024-07-30 14:53:18,Kfar Giladi,All,Confrontation Line,Red Alert
2024-07-30 14:53:18,Ma'ayan Baruch,All,Confrontation Line,Red Alert
2024-07-30 14:53:18,Tel Hai,All,Confrontation Line,Red Alert
2024-07-30 14:53:34,Kfar Yuval,All,Confrontation Line,Red Alert
2024-07-30 15:48:19,Kfar Yuval,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:49:44,Dafna,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:49:44,Ghajar,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:49:44,HaGoshrim,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:49:44,Kibutz Dan,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:49:44,Shear Yeshuv,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:49:44,Snir,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:50:50,Dafna,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:51:08,HaGoshrim,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:51:21,Beit Hillel,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:51:21,Kfar Giladi,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:51:21,Kfar Yuval,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:51:21,Kiryat Shmona,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:51:21,Ma'ayan Baruch,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:51:21,Manara,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:51:21,Margaliot,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:51:21,Metulla,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:51:21,Misgav Am,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:51:21,Tel Hai,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:51:38,Kibutz Dan,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:52:06,Dafna,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:52:08,HaGoshrim,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:52:22,Beit Hillel,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:52:22,Kiryat Shmona,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:52:46,Dafna,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:52:46,Ghajar,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:52:46,HaGoshrim,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:52:46,Kibutz Dan,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:52:46,Shear Yeshuv,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:52:46,Snir,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:53:09,HaGoshrim,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:53:24,Beit Hillel,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 15:53:42,Kiryat Shmona,All,Confrontation Line,Unrecognized Aircraft
2024-07-30 16:26:54,Beit Hillel,All,Confrontation Line,Red Alert
2024-07-30 16:26:54,HaGoshrim,All,Confrontation Line,Red Alert
2024-07-30 16:26:54,Kiryat Shmona,All,Confrontation Line,Red Alert
2024-07-30 18:12:06,Iftach,All,Confrontation Line,Red Alert
2024-07-30 18:12:06,Mevuot Hermon Regional Council,All,Confrontation Line,Red Alert
2024-07-30 19:20:43,Kfar Szold,All,Confrontation Line,Red Alert
2024-07-30 19:20:46,Beit Hillel,All,Confrontation Line,Red Alert
2024-07-30 19:20:46,HaGoshrim,All,Confrontation Line,Red Alert
2024-07-30 19:20:46,Kfar Giladi,All,Confrontation Line,Red Alert
2024-07-30 19:20:46,Kiryat Shmona,All,Confrontation Line,Red Alert
2024-07-30 19:20:46,Tel Hai,All,Confrontation Line,Red Alert
2024-07-30 19:21:03,El Rom,All,North Golan,Red Alert
2024-07-31 07:29:16,Shear Yeshuv,All,Confrontation Line,Red Alert
2024-07-31 12:18:34,Yir'on,All,Confrontation Line,Red Alert
2024-08-01 07:36:43,Alma,All,Confrontation Line,Unrecognized Aircraft
2024-08-01 07:36:43,Dalton,All,Confrontation Line,Unrecognized Aircraft
2024-08-01 07:36:43,Jish (Gush Halav),All,Confrontation Line,Unrecognized Aircraft
2024-08-01 07:36:43,Kerem Ben Zimra,All,Confrontation Line,Unrecognized Aircraft
2024-08-01 07:36:43,Ramat Dalton Industrial Zone,All,Confrontation Line,Unrecognized Aircraft
2024-08-01 07:36:43,Rehaniya,All,Confrontation Line,Unrecognized Aircraft
2024-08-01 12:23:45,Snir,All,Confrontation Line,Red Alert
2024-08-01 21:43:05,Betzet,All,Confrontation Line,Red Alert
2024-08-01 21:43:05,Shlomi,All,Confrontation Line,Red Alert
2024-08-01 21:43:08,Rosh HaNikra,All,Confrontation Line,Red Alert
2024-08-01 21:43:12,Achziv Miluot Industrial Zone,All,Confrontation Line,Red Alert
2024-08-01 21:43:12,Hanita,All,Confrontation Line,Red Alert
2024-08-01 21:43:12,Lehman,All,Confrontation Line,Red Alert
2024-08-01 21:43:12,Metzuba,All,Confrontation Line,Red Alert
2024-08-01 21:43:41,Betzet,All,Confrontation Line,Red Alert
2024-08-01 21:43:41,Shlomi,All,Confrontation Line,Red Alert
2024-08-01 21:43:44,Rosh HaNikra,All,Confrontation Line,Red Alert
2024-08-01 21:44:16,Hanita,All,Confrontation Line,Red Alert
2024-08-02 13:06:00,Arab al-Aramshe,All,Confrontation Line,Red Alert
2024-08-02 15:59:35,Al Azi,All,Lachish,Red Alert
2024-08-02 15:59:35,Arugot,All,Lachish,Red Alert
2024-08-02 15:59:35,Kfar HaRif and Re'em Junction,All,Lachish,Red Alert
2024-08-02 15:59:35,Timorim,All,Lachish,Red Alert
2024-08-02 15:59:35,Yinon,All,Lachish,Red Alert
2024-08-02 18:45:44,Shomera,All,Confrontation Line,Red Alert
2024-08-02 18:45:44,Zarit,All,Confrontation Line,Red Alert
2024-08-02 18:45:47,Netua,All,Confrontation Line,Red Alert
2024-08-02 18:45:47,Shtula,All,Confrontation Line,Red Alert
2024-08-02 19:15:21,Sufa,All,Gaza Envelope,Red Alert
2024-08-02 19:15:37,Nir Itzhak,All,Gaza Envelope,Red Alert
2024-08-02 20:03:57,Sufa,All,Gaza Envelope,Red Alert
2024-08-02 20:30:21,Netua,All,Confrontation Line,Red Alert
2024-08-02 20:33:46,Nachal Oz,All,Gaza Envelope,Red Alert
2024-08-03 11:52:39,Matat,All,Confrontation Line,Red Alert
2024-08-03 16:06:11,Baram,All,Confrontation Line,Red Alert
2024-08-03 16:25:35,Shear Yeshuv,All,Confrontation Line,Red Alert
2024-08-03 16:50:42,Betzet,All,Confrontation Line,Red Alert
2024-08-03 16:50:44,Shlomi,All,Confrontation Line,Red Alert
2024-08-03 19:53:16,Misgav Am,All,Confrontation Line,Red Alert
2024-08-03 21:06:59,Nachal Oz,All,Gaza Envelope,Red Alert
2024-08-04 00:24:43,HaGoshrim,All,Confrontation Line,Red Alert
2024-08-04 00:24:44,Beit Hillel,All,Confrontation Line,Red Alert
2024-08-04 00:24:46,Kfar Yuval,All,Confrontation Line,Red Alert
2024-08-04 00:24:46,Ma'ayan Baruch,All,Confrontation Line,Red Alert
2024-08-04 00:24:47,Metulla,All,Confrontation Line,Red Alert
2024-08-04 00:24:52,Kiryat Shmona,All,Confrontation Line,Red Alert
2024-08-04 00:24:59,Kfar Giladi,All,Confrontation Line,Red Alert
2024-08-04 00:25:02,Tel Hai,All,Confrontation Line,Red Alert
2024-08-04 00:25:09,Amir,All,Confrontation Line,Red Alert
2024-08-04 00:25:09,Gonen,All,Confrontation Line,Red Alert
2024-08-04 00:25:09,Kfar Blum,All,Confrontation Line,Red Alert
2024-08-04 00:25:09,Lehavot HaBashan,All,Confrontation Line,Red Alert
2024-08-04 00:25:09,Neot Mordechai,All,Confrontation Line,Red Alert
2024-08-04 00:25:09,Sdeh Nechemia,All,Confrontation Line,Red Alert
2024-08-04 00:25:09,Shamir,All,Confrontation Line,Red Alert
2024-08-04 00:25:18,Beit Hillel,All,Confrontation Line,Red Alert
2024-08-04 00:25:22,HaGoshrim,All,Confrontation Line,Red Alert
2024-08-04 00:25:22,Kfar Yuval,All,Confrontation Line,Red Alert
2024-08-04 00:25:22,Ma'ayan Baruch,All,Confrontation Line,Red Alert
2024-08-04 00:25:25,Kiryat Shmona,All,Confrontation Line,Red Alert
2024-08-04 00:25:47,Tel Hai,All,Confrontation Line,Red Alert
2024-08-04 12:10:01,Bitzaron,All,Lachish,Red Alert
