datetime,locality,zones,region,threat_type
2018-12-26 10:05:01,Adanim,All,Sharon 143,Red Alert
2018-12-26 10:05:01,Azur,All,Dan 162,Red Alert
2018-12-26 10:05:01,Bat Yam,All,Dan 165,Red Alert
2018-12-26 10:05:01,Beit Berl,All,Sharon 141,Red Alert
2018-12-26 10:05:01,Bnei Brak,All,Dan 160,Red Alert
2018-12-26 10:05:01,Elishama,All,Sharon 143,Red Alert
2018-12-26 10:05:01,Galil Yam,All,Dan 155,Red Alert
2018-12-26 10:05:01,Gan Chaim,All,Sharon 141,Red Alert
2018-12-26 10:05:01,Ganei Am,All,Sharon 143,Red Alert
2018-12-26 10:05:01,Ganei Tikvah,All,Dan 161,Red Alert
2018-12-26 10:05:01,"Givat He""""n",All,Sharon 140,Red Alert
2018-12-26 10:05:01,Givat He''n,All,Sharon 140,Red Alert
2018-12-26 10:05:01,Givat Shmuel,All,Dan 161,Red Alert
2018-12-26 10:05:01,Givatiim,All,Dan 160,Red Alert
2018-12-26 10:05:01,Hagor,All,Sharon 143,Red Alert
2018-12-26 10:05:01,Hakfar Hayarok,All,Dan 155,Red Alert
2018-12-26 10:05:01,Havat Shalem,All,Dan 160,Red Alert
2018-12-26 10:05:01,Herzeliya,All,Dan,Red Alert
2018-12-26 10:05:01,Hod Hsharon,All,Sharon 143,Red Alert
2018-12-26 10:05:01,Holon,All,Dan 162,Red Alert
2018-12-26 10:05:01,Horashim,All,Sharon 143,Red Alert
2018-12-26 10:05:01,Jaljulia,All,Sharon 143,Red Alert
2018-12-26 10:05:01,Kfar Azar,All,Dan 161,Red Alert
2018-12-26 10:05:01,Kfar Bara,All,Sharon 143,Red Alert
2018-12-26 10:05:01,Kfar Kasem,All,Sharon 143,Red Alert
2018-12-26 10:05:01,"Kfar Mal""""al",All,Sharon 143,Red Alert
2018-12-26 10:05:01,Kfar Mal''al,All,Sharon 143,Red Alert
2018-12-26 10:05:01,Kfar Saba,All,Sharon 141,Red Alert
2018-12-26 10:05:01,Kfar Shmariyahu,All,Dan 155,Red Alert
2018-12-26 10:05:01,Kiriyat Ono,All,Dan 161,Red Alert
2018-12-26 10:05:01,Matan,All,Sharon 143,Red Alert
2018-12-26 10:05:01,Mikveh Israel,All,Dan 162,Red Alert
2018-12-26 10:05:01,Naveh Efal,All,Dan 161,Red Alert
2018-12-26 10:05:01,Naveh Yamin,All,Sharon 141,Red Alert
2018-12-26 10:05:01,Naveh Yarak,All,Sharon 143,Red Alert
2018-12-26 10:05:01,Neve Efraim Monosson,All,Dan 161,Red Alert
2018-12-26 10:05:01,Nir Eliyahu,All,Sharon 141,Red Alert
2018-12-26 10:05:01,Nirit,All,Sharon 143,Red Alert
2018-12-26 10:05:01,Or Yehuda,All,Dan 161,Red Alert
2018-12-26 10:05:01,Oranit,All,Sharon 143,Red Alert
2018-12-26 10:05:01,Raanana,All,Sharon 140,Red Alert
2018-12-26 10:05:01,Ramat Efal,All,Dan 161,Red Alert
2018-12-26 10:05:01,Ramat Gan,"Bar Ilan University, Ramat Ef'al & Tel Hashomer",Dan,Red Alert
2018-12-26 10:05:01,Ramat Hasharon,All,Dan 155,Red Alert
2018-12-26 10:05:01,Ramat Pinkas,All,Dan 161,Red Alert
2018-12-26 10:05:01,Ramot Hshavim,All,Sharon 143,Red Alert
2018-12-26 10:05:01,Sade Verburg,All,Sharon 141,Red Alert
2018-12-26 10:05:01,Savion,All,Dan 161,Red Alert
2018-12-26 10:05:01,Sdei Hemed,All,Sharon 143,Red Alert
2018-12-26 10:05:01,Tel Aviv,"South West, North, Central, South East",Dan,Red Alert
2018-12-26 10:05:01,Yahud Monoson,All,Dan 161,Red Alert
2018-12-26 10:05:01,Yarhiv,All,Sharon 143,Red Alert
2018-12-26 10:05:01,Yarkona,All,Sharon 143,Red Alert
2019-01-02 10:05:03,Be'er Ora,All,Arabah 310,Red Alert
2019-01-02 10:05:03,Dead Sea Factories,All,Arabah 310,Red Alert
2019-01-02 10:05:03,Dead Sea Industries,All,Arabah 310,Red Alert
2019-01-02 10:05:03,Eilat,All,Eilat 311,Red Alert
2019-01-02 10:05:03,Eilot,All,Eilat 311,Red Alert
2019-01-02 10:05:03,Ein Hatzava,All,Arabah 310,Red Alert
2019-01-02 10:05:03,Ein Tamar,All,Arabah 310,Red Alert
2019-01-02 10:05:03,Ein Yahav,All,Arabah 310,Red Alert
2019-01-02 10:05:03,Elipaz,All,Arabah 310,Red Alert
2019-01-02 10:05:03,Grufit,All,Arabah 310,Red Alert
2019-01-02 10:05:03,Hatzba,All,Arabah 310,Red Alert
2019-01-02 10:05:03,Idan,All,Arabah 310,Red Alert
2019-01-02 10:05:03,Ir Ovot,All,Arabah 310,Red Alert
2019-01-02 10:05:03,Ir Ubot,All,Arabah 310,Red Alert
2019-01-02 10:05:03,Katura,All,Arabah 310,Red Alert
2019-01-02 10:05:03,Lotan,All,Arabah 310,Red Alert
2019-01-02 10:05:03,Na'ot Smadar,All,Arabah 310,Red Alert
2019-01-02 10:05:03,Naot Hkikar,All,Arabah 310,Red Alert
2019-01-02 10:05:03,Naveh Harif,All,Arabah 310,Red Alert
2019-01-02 10:05:03,Paran,All,Arabah 310,Red Alert
2019-01-02 10:05:03,Samar,All,Arabah 310,Red Alert
2019-01-02 10:05:03,Sapir,All,Arabah 310,Red Alert
2019-01-02 10:05:03,Shacharot,All,Arabah 310,Red Alert
2019-01-02 10:05:03,Timna Mines,All,Arabah 310,Red Alert
2019-01-02 10:05:03,Tzofar,All,Arabah 310,Red Alert
2019-01-02 10:05:03,Tzukim,All,Arabah 310,Red Alert
2019-01-02 10:05:03,Yahel,All,Arabah 310,Red Alert
2019-01-02 10:05:03,Yotvata,All,Arabah 310,Red Alert
2019-01-07 03:18:50,Ashkelon,All,Lakhish,Red Alert
2019-01-07 03:18:50,Be'ere Ganim,All,Lakhish 246,Red Alert
2019-01-12 20:59:15,Alumim,All,Gaza Containment Zone 224,Red Alert
2019-01-12 20:59:15,Kfar Maimon,All,Gaza Containment Zone 225,Red Alert
2019-01-12 20:59:15,Nachal Oz,All,Gaza Containment Zone 224,Red Alert
2019-01-12 20:59:15,Shokedet,All,Gaza Containment Zone 225,Red Alert
2019-01-12 20:59:15,Tushiya,All,Gaza Containment Zone 225,Red Alert
2019-01-12 20:59:15,Yezra'am Farm,All,Gaza Containment Zone 225,Red Alert
2019-01-12 20:59:15,Zimrat,All,Gaza Containment Zone 225,Red Alert
2019-02-06 10:04:58,A-Zaim,All,Jerusalem 194,Red Alert
2019-02-06 10:04:58,Abu Dis,All,Maale Adumim 200,Red Alert
2019-02-06 10:04:58,Anata,All,Maale Adumim 200,Red Alert
2019-02-06 10:04:58,Beit Duko,All,Samaria 127,Red Alert
2019-02-06 10:04:58,Beit Haniya,All,Jerusalem 194,Red Alert
2019-02-06 10:04:58,Beit Ijazah,All,Samaria 127,Red Alert
2019-02-06 10:04:58,Bido,All,Samaria 127,Red Alert
2019-02-06 10:04:58,Bir Nabala,All,Samaria 127,Red Alert
2019-02-06 10:04:58,Dir Karmizan,All,Jerusalem 194,Red Alert
2019-02-06 10:04:58,E'izariya,All,Maale Adumim 200,Red Alert
2019-02-06 10:04:58,Giv'at Ze'ev,All,Samaria 127,Red Alert
2019-02-06 10:04:58,Hizma,All,Jerusalem 194,Red Alert
2019-02-06 10:04:58,Jahalin,All,Maale Adumim 200,Red Alert
2019-02-06 10:04:58,Jerusalem,All,Jerusalem,Red Alert
2019-02-06 10:04:58,Jib,All,Samaria 127,Red Alert
2019-02-06 10:04:58,Judira,All,Samaria 127,Red Alert
2019-02-06 10:04:58,Kedar,All,Maale Adumim 200,Red Alert
2019-02-06 10:04:58,Ma'aleh Adumim,All,Maale Adumim 200,Red Alert
2019-02-06 10:04:58,Nebi Samuel,All,Samaria 127,Red Alert
2019-02-06 10:04:58,New Giv'on,All,Samaria 127,Red Alert
2019-02-06 10:04:58,Ramat Rachel,All,Jerusalem 194,Red Alert
2019-02-06 10:04:58,al-Walja,All,Jerusalem 194,Red Alert
2019-02-06 20:57:31,Avshalom,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-02-06 20:57:31,Bnei Netzarim,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-02-06 20:57:31,Dekel,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-02-06 20:57:31,Holit,All,Gaza Containment Zone 236,Red Alert
2019-02-06 20:57:31,Naveh,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-02-06 20:57:31,Nir Itzchak,All,Gaza Containment Zone 236,Red Alert
2019-02-06 20:57:31,Pri Gan,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-02-06 20:57:31,Sdei Avraham,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-02-06 20:57:31,Shlomit,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-02-06 20:57:31,Sufa,All,Gaza Containment Zone 236,Red Alert
2019-02-06 20:57:31,Talmei Yosef,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-02-06 20:57:31,Yated,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-02-06 20:57:31,Yevul,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-03-06 22:09:51,Holit,All,Gaza Containment Zone 236,Red Alert
2019-03-06 22:09:51,Nir Itzchak,All,Gaza Containment Zone 236,Red Alert
2019-03-06 22:09:51,Sufa,All,Gaza Containment Zone 236,Red Alert
2019-03-06 22:10:02,Avshalom,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-03-06 22:10:02,Bnei Netzarim,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-03-06 22:10:02,Dekel,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-03-06 22:10:02,Naveh,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-03-06 22:10:02,Pri Gan,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-03-06 22:10:02,Sdei Avraham,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-03-06 22:10:02,Shlomit,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-03-06 22:10:02,Talmei Yosef,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-03-06 22:10:02,Yated,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-03-06 22:10:02,Yevul,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-03-08 20:00:39,Avshalom,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-03-08 20:00:39,Bnei Netzarim,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-03-08 20:00:39,Dekel,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-03-08 20:00:39,Naveh,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-03-08 20:00:39,Pri Gan,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-03-08 20:00:39,Sdei Avraham,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-03-08 20:00:39,Shlomit,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-03-08 20:00:39,Talmei Yosef,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-03-08 20:00:39,Yated,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-03-08 20:00:39,Yevul,All,Central Negev / Gaza Containment Zone 238,Red Alert
2019-03-09 20:45:29,Kerem Shalom,All,Gaza Containment Zone 237,Red Alert
2019-03-14 21:05:22,Bat Yam,All,Dan 165,Red Alert
2019-03-14 21:05:33,Azur,All,Dan 162,Red Alert
2019-03-14 21:05:33,Bnei Brak,All,Dan 160,Red Alert
2019-03-14 21:05:33,Givatiim,All,Dan 160,Red Alert
2019-03-14 21:05:33,Havat Shalem,All,Dan 160,Red Alert
2019-03-14 21:05:33,Holon,All,Dan 162,Red Alert
2019-03-14 21:05:33,Mikveh Israel,All,Dan 162,Red Alert
2019-03-14 21:05:33,Ramat Gan,All,Dan,Red Alert
2019-03-14 21:05:33,Tel Aviv,"Central, South West, South East",Dan,Red Alert
2019-03-14 21:06:48,Azur,All,Dan 162,Red Alert
2019-03-14 21:06:48,Bnei Brak,All,Dan 160,Red Alert
2019-03-14 21:06:48,Givatiim,All,Dan 160,Red Alert
2019-03-14 21:06:48,Havat Shalem,All,Dan 160,Red Alert
2019-03-14 21:06:48,Holon,All,Dan 162,Red Alert
2019-03-14 21:06:48,Mikveh Israel,All,Dan 162,Red Alert
2019-03-14 21:06:48,Ramat Gan,All,Dan,Red Alert
2019-03-14 21:06:48,Tel Aviv,"Central, South West, South East",Dan,Red Alert
2019-03-15 01:32:53,Kisufim,All,Gaza Containment Zone 230,Red Alert
2019-03-15 02:50:22,Alumim,All,Gaza Containment Zone 224,Red Alert
2019-03-15 02:50:22,Nachal Oz,All,Gaza Containment Zone 224,Red Alert
2019-03-15 02:50:39,Alumim,All,Gaza Containment Zone 224,Red Alert
2019-03-15 02:50:39,Kfar Maimon,All,Gaza Containment Zone 225,Red Alert
2019-03-15 02:50:39,Nachal Oz,All,Gaza Containment Zone 224,Red Alert
2019-03-15 02:50:39,Shokedet,All,Gaza Containment Zone 225,Red Alert
2019-03-15 02:50:39,Shuval,All,Gaza Containment Zone 225,Red Alert
2019-03-15 02:50:39,Tushiya,All,Gaza Containment Zone 225,Red Alert
2019-03-15 02:50:39,Yezra'am Farm,All,Gaza Containment Zone 225,Red Alert
2019-03-15 02:50:39,Zimrat,All,Gaza Containment Zone 225,Red Alert
2019-03-15 06:08:09,Gavim,All,Gaza Containment Zone 220,Red Alert
2019-03-15 06:08:09,Ivim,All,Gaza Containment Zone 220,Red Alert
2019-03-15 06:08:09,Nir Am,All,Gaza Containment Zone 220,Red Alert
2019-03-15 06:08:09,Sapir Academy,All,Gaza Containment Zone 220,Red Alert
2019-03-15 06:08:09,Sapirim Industrial Park,All,Gaza Containment Zone 220,Red Alert
2019-03-15 06:08:09,Sderot,All,Gaza Containment Zone 220,Red Alert
2019-03-15 06:08:09,Sha'ar Hanegev Industries,All,Gaza Containment Zone 220,Red Alert
2019-03-15 06:08:16,Erez,All,Gaza Containment Zone 219,Red Alert
2019-03-15 06:08:16,Miflasim,All,Gaza Containment Zone 221,Red Alert
2019-03-15 06:08:16,Or HaNer,All,Gaza Containment Zone 219,Red Alert
2019-03-15 06:08:32,Gavim,All,Gaza Containment Zone 220,Red Alert
2019-03-15 06:08:32,Ivim,All,Gaza Containment Zone 220,Red Alert
2019-03-15 06:08:32,Nir Am,All,Gaza Containment Zone 220,Red Alert
2019-03-15 06:08:32,Sapir Academy,All,Gaza Containment Zone 220,Red Alert
2019-03-15 06:08:32,Sapirim Industrial Park,All,Gaza Containment Zone 220,Red Alert
2019-03-15 06:08:32,Sderot,All,Gaza Containment Zone 220,Red Alert
2019-03-15 06:08:32,Sha'ar Hanegev Industries,All,Gaza Containment Zone 220,Red Alert
2019-03-15 07:18:35,Gavim,All,Gaza Containment Zone 220,Red Alert
2019-03-15 07:18:35,Ivim,All,Gaza Containment Zone 220,Red Alert
2019-03-15 07:18:35,Nir Am,All,Gaza Containment Zone 220,Red Alert
2019-03-15 07:18:35,Sapir Academy,All,Gaza Containment Zone 220,Red Alert
2019-03-15 07:18:35,Sapirim Industrial Park,All,Gaza Containment Zone 220,Red Alert
2019-03-15 07:18:35,Sderot,All,Gaza Containment Zone 220,Red Alert
2019-03-15 07:18:35,Sha'ar Hanegev Industries,All,Gaza Containment Zone 220,Red Alert
2019-03-15 07:18:56,Erez,All,Gaza Containment Zone 219,Red Alert
2019-03-15 07:18:56,Gavim,All,Gaza Containment Zone 220,Red Alert
2019-03-15 07:18:56,Ivim,All,Gaza Containment Zone 220,Red Alert
2019-03-15 07:18:56,Miflasim,All,Gaza Containment Zone 221,Red Alert
2019-03-15 07:18:56,Nir Am,All,Gaza Containment Zone 220,Red Alert
2019-03-15 07:18:56,Or HaNer,All,Gaza Containment Zone 219,Red Alert
2019-03-15 07:18:56,Sapir Academy,All,Gaza Containment Zone 220,Red Alert
2019-03-15 07:18:56,Sapirim Industrial Park,All,Gaza Containment Zone 220,Red Alert
2019-03-15 07:18:56,Sderot,All,Gaza Containment Zone 220,Red Alert
2019-03-15 07:18:56,Sha'ar Hanegev Industries,All,Gaza Containment Zone 220,Red Alert
2019-03-24 00:56:51,Kisufim,All,Gaza Containment Zone 230,Red Alert
2019-03-25 05:19:01,Azriel,All,Hefer 139,Red Alert
2019-03-25 05:19:01,Beit Berl,All,Sharon 141,Red Alert
2019-03-25 05:19:01,Bnei Dror,All,Hefer 139,Red Alert
2019-03-25 05:19:01,Central Sharon Regional Council,All,Hefer 139,Red Alert
2019-03-25 05:19:01,Ein Sarid,All,Hefer 139,Red Alert
2019-03-25 05:19:01,Ein Vered,All,Hefer 139,Red Alert
2019-03-25 05:19:01,Eyal,All,Hefer 139,Red Alert
2019-03-25 05:19:01,Gan Chaim,All,Sharon 141,Red Alert
2019-03-25 05:19:01,Geulim,All,Hefer 139,Red Alert
2019-03-25 05:19:01,Herut,All,Hefer 139,Red Alert
2019-03-25 05:19:01,Ilanot,All,Hefer 139,Red Alert
2019-03-25 05:19:01,Kadima Tzoran,All,Hefer 139,Red Alert
2019-03-25 05:19:01,Kalansawe,All,Hefer 139,Red Alert
2019-03-25 05:19:01,Kfar Avoda,All,Hefer 139,Red Alert
2019-03-25 05:19:01,Kfar Has,All,Hefer 139,Red Alert
2019-03-25 05:19:01,Kfar Saba,All,Sharon 141,Red Alert
2019-03-25 05:19:01,Kfar YavetzS,All,Hefer 139,Red Alert
2019-03-25 05:19:01,Kohav Yair,All,Hefer 139,Red Alert
2019-03-25 05:19:01,Mishmeret,All,Hefer 139,Red Alert
2019-03-25 05:19:01,Naveh Yamin,All,Sharon 141,Red Alert
2019-03-25 05:19:01,Nir Eliyahu,All,Sharon 141,Red Alert
2019-03-25 05:19:01,Pardesiya,All,Hefer 139,Red Alert
2019-03-25 05:19:01,Porat,All,Hefer 139,Red Alert
2019-03-25 05:19:01,Ramat Hakovesh,All,Hefer 139,Red Alert
2019-03-25 05:19:01,Sade Verburg,All,Sharon 141,Red Alert
2019-03-25 05:19:01,Shaar Efraiim,All,Hefer 139,Red Alert
2019-03-25 05:19:01,Taibeh,All,Hefer 139,Red Alert
2019-03-25 05:19:01,Tel Mond,All,Hefer 139,Red Alert
2019-03-25 05:19:01,Tirah,All,Hefer 139,Red Alert
2019-03-25 05:19:01,Tzofit,All,Sharon 141,Red Alert
2019-03-25 05:19:01,Tzur Igal,All,Hefer 139,Red Alert
2019-03-25 05:19:01,Tzur Moshe,All,Hefer 139,Red Alert
2019-03-25 05:19:01,Tzur Natan,All,Hefer 139,Red Alert
2019-03-25 05:19:01,Tzur Yitzhak,All,Hefer 139,Red Alert
2019-03-25 05:19:01,Yaaf,All,Hefer 139,Red Alert
2019-03-25 20:12:43,Holit,All,Gaza Containment Zone 236,Red Alert
2019-03-25 20:12:43,Nir Itzchak,All,Gaza Containment Zone 236,Red Alert
2019-03-25 20:12:43,Sufa,All,Gaza Containment Zone 236,Red Alert
2019-03-25 21:05:58,Gavim,All,Gaza Containment Zone 220,Red Alert
2019-03-25 21:05:58,Ivim,All,Gaza Containment Zone 220,Red Alert
2019-03-25 21:05:58,Nir Am,All,Gaza Containment Zone 220,Red Alert
2019-03-25 21:05:58,Sapir Academy,All,Gaza Containment Zone 220,Red Alert
2019-03-25 21:05:58,Sapirim Industrial Park,All,Gaza Containment Zone 220,Red Alert
2019-03-25 21:05:58,Sderot,All,Gaza Containment Zone 220,Red Alert
2019-03-25 21:05:58,Sha'ar Hanegev Industries,All,Gaza Containment Zone 220,Red Alert
2019-03-25 21:06:03,Erez,All,Gaza Containment Zone 219,Red Alert
2019-03-25 21:06:03,Or HaNer,All,Gaza Containment Zone 219,Red Alert
2019-03-25 21:08:49,Gavim,All,Gaza Containment Zone 220,Red Alert
2019-03-25 21:08:49,Ivim,All,Gaza Containment Zone 220,Red Alert
2019-03-25 21:08:49,Nir Am,All,Gaza Containment Zone 220,Red Alert
2019-03-25 21:08:49,Sapir Academy,All,Gaza Containment Zone 220,Red Alert
2019-03-25 21:08:49,Sapirim Industrial Park,All,Gaza Containment Zone 220,Red Alert
2019-03-25 21:08:49,Sderot,All,Gaza Containment Zone 220,Red Alert
2019-03-25 21:08:49,Sha'ar Hanegev Industries,All,Gaza Containment Zone 220,Red Alert
2019-03-25 21:10:32,Gavim,All,Gaza Containment Zone 220,Red Alert
2019-03-25 21:10:32,Ivim,All,Gaza Containment Zone 220,Red Alert
2019-03-25 21:10:32,Nir Am,All,Gaza Containment Zone 220,Red Alert
2019-03-25 21:10:32,Sapir Academy,All,Gaza Containment Zone 220,Red Alert
2019-03-25 21:10:32,Sapirim Industrial Park,All,Gaza Containment Zone 220,Red Alert
2019-03-25 21:10:32,Sderot,All,Gaza Containment Zone 220,Red Alert
2019-03-25 21:10:32,Sha'ar Hanegev Industries,All,Gaza Containment Zone 220,Red Alert
2019-03-25 21:10:43,Erez,All,Gaza Containment Zone 219,Red Alert
2019-03-25 21:10:43,Nativ Ha'asara,All,Gaza Containment Zone 218,Red Alert
2019-03-25 21:10:43,Or HaNer,All,Gaza Containment Zone 219,Red Alert
2019-03-25 21:10:43,Yad Mordecai,All,Gaza Containment Zone 218,Red Alert
2019-03-25 21:10:50,Miflasim,All,Gaza Containment Zone 221,Red Alert
2019-03-25 21:11:11,Erez,All,Gaza Containment Zone 219,Red Alert
2019-03-25 21:11:11,Or HaNer,All,Gaza Containment Zone 219,Red Alert
2019-03-25 21:11:35,Erez,All,Gaza Containment Zone 219,Red Alert
2019-03-25 21:11:35,Or HaNer,All,Gaza Containment Zone 219,Red Alert
2019-03-25 21:25:47,Beit Hagdi,All,Central Negev 254,Red Alert
2019-03-25 21:25:47,Brosh,All,Central Negev 255,Red Alert
2019-03-25 21:25:47,Givolim,All,Central Negev 255,Red Alert
2019-03-25 21:25:47,Maagalim,All,Central Negev 255,Red Alert
2019-03-25 21:25:47,Melilot,All,Central Negev 255,Red Alert
2019-03-25 21:25:47,N.A.M. Industrial Park,All,Central Negev 254,Red Alert
2019-03-25 21:25:47,Netivot,All,Central Negev 254,Red Alert
2019-03-25 21:25:47,Sdot Negev Educational Center,All,Central Negev 254,Red Alert
2019-03-25 21:25:47,Sharsheret,All,Central Negev 255,Red Alert
2019-03-25 21:25:47,Shibolim,All,Central Negev 255,Red Alert
2019-03-25 21:25:47,Tashur,All,Central Negev 255,Red Alert
2019-03-25 21:25:47,Tidhar,All,Central Negev 255,Red Alert
2019-03-25 21:26:05,Tkumah,All,Central Negev / Gaza Containment Zone 216,Red Alert
2019-03-25 21:26:05,Yoshivia,All,Central Negev / Gaza Containment Zone 216,Red Alert
2019-03-25 21:26:13,Kfar Maimon,All,Gaza Containment Zone 225,Red Alert
2019-03-25 21:26:13,Shokedet,All,Gaza Containment Zone 225,Red Alert
2019-03-25 21:26:13,Shuval,All,Gaza Containment Zone 225,Red Alert
2019-03-25 21:26:13,Tushiya,All,Gaza Containment Zone 225,Red Alert
2019-03-25 21:26:13,Yezra'am Farm,All,Gaza Containment Zone 225,Red Alert
2019-03-25 21:26:13,Zimrat,All,Gaza Containment Zone 225,Red Alert
2019-03-25 21:26:56,Beit Hagdi,All,Central Negev 254,Red Alert
2019-03-25 21:26:56,Brosh,All,Central Negev 255,Red Alert
2019-03-25 21:26:56,Givolim,All,Central Negev 255,Red Alert
2019-03-25 21:26:56,Maagalim,All,Central Negev 255,Red Alert
2019-03-25 21:26:56,Melilot,All,Central Negev 255,Red Alert
2019-03-25 21:26:56,N.A.M. Industrial Park,All,Central Negev 254,Red Alert
2019-03-25 21:26:56,Netivot,All,Central Negev 254,Red Alert
2019-03-25 21:26:56,Sdot Negev Educational Center,All,Central Negev 254,Red Alert
2019-03-25 21:26:56,Sharsheret,All,Central Negev 255,Red Alert
2019-03-25 21:26:56,Shibolim,All,Central Negev 255,Red Alert
2019-03-25 21:26:56,Tashur,All,Central Negev 255,Red Alert
2019-03-25 21:26:56,Tidhar,All,Central Negev 255,Red Alert
2019-03-25 21:27:02,Kfar Maimon,All,Gaza Containment Zone 225,Red Alert
2019-03-25 21:27:02,Shokedet,All,Gaza Containment Zone 225,Red Alert
2019-03-25 21:27:02,Shuval,All,Gaza Containment Zone 225,Red Alert
2019-03-25 21:27:02,Tushiya,All,Gaza Containment Zone 225,Red Alert
2019-03-25 21:27:02,Yezra'am Farm,All,Gaza Containment Zone 225,Red Alert
2019-03-25 21:27:02,Zimrat,All,Gaza Containment Zone 225,Red Alert
2019-03-25 21:27:04,Kfar Aza,All,Gaza Containment Zone 223,Red Alert
2019-03-25 21:27:04,Saad,All,Gaza Containment Zone 223,Red Alert
2019-03-25 21:27:04,Tkumah,All,Central Negev / Gaza Containment Zone 216,Red Alert
2019-03-25 21:27:04,Yoshivia,All,Central Negev / Gaza Containment Zone 216,Red Alert
2019-03-25 21:32:30,Alumim,All,Gaza Containment Zone 224,Red Alert
2019-03-25 21:32:30,Nachal Oz,All,Gaza Containment Zone 224,Red Alert
2019-03-25 21:48:17,Ein Habasur,All,Gaza Containment Zone 233,Red Alert
2019-03-25 21:48:17,Ein Hashlosha,All,Gaza Containment Zone 231,Red Alert
2019-03-25 21:48:17,Eshkol Regional Council,All,Gaza Containment Zone 233,Red Alert
2019-03-25 21:48:17,Ma'on Factories,All,Gaza Containment Zone 233,Red Alert
2019-03-25 21:48:17,Magen,All,Gaza Containment Zone 233,Red Alert
2019-03-25 21:48:17,Nir Oz,All,Gaza Containment Zone 232,Red Alert
2019-03-25 21:48:17,Nirim,All,Gaza Containment Zone 231,Red Alert
2019-03-25 21:49:12,Ein Hashlosha,All,Gaza Containment Zone 231,Red Alert
2019-03-25 21:49:12,Nirim,All,Gaza Containment Zone 231,Red Alert
2019-03-25 21:50:48,Alumim,All,Gaza Containment Zone 224,Red Alert
2019-03-25 21:50:48,Nachal Oz,All,Gaza Containment Zone 224,Red Alert
2019-03-25 21:51:06,Kfar Maimon,All,Gaza Containment Zone 225,Red Alert
2019-03-25 21:51:06,Shokedet,All,Gaza Containment Zone 225,Red Alert
2019-03-25 21:51:06,Shuval,All,Gaza Containment Zone 225,Red Alert
2019-03-25 21:51:06,Tushiya,All,Gaza Containment Zone 225,Red Alert
2019-03-25 21:51:06,Yezra'am Farm,All,Gaza Containment Zone 225,Red Alert
2019-03-25 21:51:06,Zimrat,All,Gaza Containment Zone 225,Red Alert
2019-03-25 22:48:05,Re'im,All,Gaza Containment Zone 228,Red Alert
2019-03-25 22:48:35,Gavim,All,Gaza Containment Zone 220,Red Alert
2019-03-25 22:48:35,Ivim,All,Gaza Containment Zone 220,Red Alert
2019-03-25 22:48:35,Nir Am,All,Gaza Containment Zone 220,Red Alert
2019-03-25 22:48:35,Sapir Academy,All,Gaza Containment Zone 220,Red Alert
2019-03-25 22:48:35,Sapirim Industrial Park,All,Gaza Containment Zone 220,Red Alert
2019-03-25 22:48:35,Sderot,All,Gaza Containment Zone 220,Red Alert
2019-03-25 22:48:35,Sha'ar Hanegev Industries,All,Gaza Containment Zone 220,Red Alert
2019-03-25 22:48:38,Miflasim,All,Gaza Containment Zone 221,Red Alert
2019-03-25 22:52:17,Alumim,All,Gaza Containment Zone 224,Red Alert
2019-03-25 22:52:17,Kfar Aza,All,Gaza Containment Zone 223,Red Alert
2019-03-25 22:52:17,Kfar Maimon,All,Gaza Containment Zone 225,Red Alert
2019-03-25 22:52:17,Nachal Oz,All,Gaza Containment Zone 224,Red Alert
2019-03-25 22:52:17,Saad,All,Gaza Containment Zone 223,Red Alert
2019-03-25 22:52:17,Shokedet,All,Gaza Containment Zone 225,Red Alert
2019-03-25 22:52:17,Shuval,All,Gaza Containment Zone 225,Red Alert
